-12.9641	-2.9477	7.0807	17.0874	27.0643	37.0413	47.041	57.057	67.0847	77.0949	87.0723	97.0487	107.0488	117.0688	127.1011	137.1154	147.0925	157.0694	167.0643	177.0834	187.1162	197.1269	207.1001	217.0774	227.0682	237.0824
-12.9654	-2.9494	7.0811	17.0876	27.0635	37.0415	47.0412	57.0575	67.0843	77.095	87.0716	97.0488	107.0489	117.0681	127.1013	137.1156	147.0919	157.0696	167.0639	177.0835	187.1164	197.1269	207.099	217.0773	227.0681	237.0821
-12.9639	-2.9491	7.0813	17.0882	27.0638	37.0418	47.0427	57.0561	67.0848	77.0955	87.0719	97.0493	107.0493	117.0684	127.1025	137.116	147.0918	157.07	167.0649	177.0837	187.1172	197.1272	207.0991	217.0776	227.0683	237.0821
-12.9642	-2.9492	7.0814	17.089	27.0639	37.0422	47.0431	57.0562	67.0853	77.0956	87.0718	97.0503	107.0503	117.0687	127.1026	137.1158	147.0918	157.0709	167.0653	177.0837	187.1176	197.1276	207.0995	217.0785	227.068	237.0825
-12.9629	-2.9488	7.0825	17.0897	27.0636	37.0431	47.0436	57.0561	67.0863	77.0961	87.0714	97.0517	107.0497	117.0677	127.1034	137.1156	147.0921	157.0719	167.0655	177.0838	187.1183	197.128	207.0992	217.0788	227.0686	237.0823
-12.9623	-2.9487	7.0818	17.0899	27.0632	37.0433	47.0449	57.0555	67.0866	77.0964	87.0712	97.0525	107.0504	117.0676	127.1034	137.1163	147.0921	157.0721	167.0657	177.0834	187.1193	197.128	207.0995	217.0792	227.0684	237.0822
-12.9605	-2.9475	7.0814	17.0897	27.0636	37.0441	47.0454	57.056	67.0859	77.097	87.0716	97.0528	107.0508	117.0663	127.1045	137.1164	147.0913	157.0722	167.0659	177.0824	187.1193	197.1287	207.0991	217.0795	227.0678	237.0822
-12.9605	-2.9467	7.0817	17.091	27.0642	37.0441	47.0463	57.0568	67.0867	77.0981	87.0723	97.0537	107.0519	117.0668	127.1044	137.1173	147.0924	157.0732	167.0664	177.0825	187.1204	197.1299	207.0993	217.0802	227.0689	237.0833
-12.9605	-2.9458	7.0807	17.0897	27.064	37.0435	47.0465	57.0564	67.0852	77.098	87.0722	97.0525	107.0515	117.0666	127.1034	137.1175	147.0916	157.0725	167.0659	177.0821	187.1193	197.1294	207.0982	217.0797	227.0687	237.0831
-12.9605	-2.9446	7.082	17.0902	27.0653	37.0442	47.0462	57.0581	67.0856	77.0984	87.0734	97.0523	107.052	117.0675	127.1033	137.1186	147.0925	157.0724	167.0656	177.0838	187.1196	197.1297	207.0989	217.0806	227.0696	237.0847
