-12.9926,-10.9932,-8.9851,-6.9781,-4.9790,-2.9750,-0.9669,1.0366,3.0352,5.0421,7.0512,9.0532,11.0516,13.0593,15.0639,17.0582,19.0537,21.0572,23.0537,25.0439,27.0403,29.0403,31.0310,33.0195,35.0163,37.0157,39.0084,41.0033,43.0068,45.0079,47.0051,49.0076,51.0156,53.0201,55.0206,57.0275,59.0368,61.0397,63.0402,65.0469,67.0522,69.0545,71.0554,73.0621,75.0653,77.0599,79.0585,81.0607,83.0556,85.0466,87.0436,89.0414,91.0333,93.0252,95.0231,97.0205,99.0138,101.0111,103.0142,105.0155,107.0173,109.0217,111.0288,113.0341,115.0366,117.0442,119.0536,121.0594,123.0652,125.0742,127.0822,129.0852,131.0852,133.0906,135.0921,137.0881,139.0879,141.0894,143.0822,145.0731,147.0707,149.0664,151.0567,153.0481,155.0469,157.0414,159.0363,161.0333,163.0349,165.0356,167.0359,169.0378,171.0425,173.0468,175.0489,177.0551,179.0622,181.0666,183.0668,185.0737,187.0786,189.0815,191.0835,193.0895,195.0901,197.0868,199.0891,201.0883,203.0805,205.0727,207.0705,209.065,211.059,213.054,215.048,217.0426,219.0360,221.0357,223.0383,225.0375,227.0336,229.0393,231.0464,233.048,235.0486,237.0584,239.0650,241.0647,
-12.9914,-10.9938,-8.9854,-6.9782,-4.9771,-2.9756,-0.9680,1.0372,3.0363,5.0421,7.0497,9.0542,11.0519,13.0589,15.0637,17.0597,19.0539,21.0565,23.0539,25.0451,27.0398,29.0384,31.0318,33.0202,35.0159,37.0148,39.0101,41.0044,43.0064,45.0084,47.0071,49.0080,51.0155,53.0209,55.0227,57.0287,59.035,61.0411,63.0416,65.0471,67.0518,69.0560,71.0558,73.0620,75.0661,77.0611,79.0591,81.0591,83.0564,85.0474,87.0437,89.0408,91.0344,93.0259,95.0235,97.0208,99.0146,101.0112,103.0134,105.0162,107.0179,109.0221,111.0289,113.0352,115.0378,117.0454,119.0526,121.0598,123.0657,125.0746,127.0821,129.0869,131.0860,133.0908,135.0922,137.0901,139.0888,141.0890,143.0833,145.0747,147.0709,149.0668,151.0574,153.0493,155.0467,157.0414,159.0375,161.0341,163.0344,165.0360,167.0372,169.0389,171.0435,173.0470,175.0501,177.0559,179.0614,181.0683,183.0675,185.0734,187.0795,189.0836,191.0844,193.0900,195.0911,197.0882,199.0895,201.0876,203.0823,205.0733,207.0704,209.0642,211.0560,213.0485,215.045,217.042,219.039,221.0360,223.0375,225.0385,227.0350,229.0401,231.0456,233.0489,235.054,237.0588,239.0645,241.0673,
-12.9894,-10.9925,-8.9850,-6.9782,-4.9749,-2.9743,-0.9686,1.0383,3.0389,5.0419,7.0495,9.0557,11.0533,13.0585,15.0638,17.0614,19.0557,21.0561,23.0543,25.0474,27.0402,29.0374,31.0334,33.0221,35.0166,37.0150,39.0116,41.0059,43.0069,45.0082,47.0095,49.0095,51.0149,53.0221,55.0246,57.0298,59.0357,61.0427,63.0441,65.0480,67.0520,69.0589,71.0574,73.0630,75.0675,77.0637,79.0604,81.0593,83.0578,85.0497,87.0445,89.0409,91.0367,93.0273,95.0238,97.0214,99.0167,101.0129,103.0139,105.0173,107.0203,109.0232,111.0291,113.0372,115.0396,117.0464,119.0531,121.0608,123.0676,125.0748,127.0832,129.0886,131.0876,133.0904,135.0935,137.0922,139.0898,141.0884,143.0851,145.0777,147.0714,149.0673,151.0596,153.0511,155.0466,157.0429,159.0393,161.0359,163.0340,165.0368,167.0391,169.0399,171.0441,173.0486,175.0523,177.0567,179.0621,181.0702,183.0697,185.0736,187.0807,189.0856,191.0848,193.0901,195.0925,197.0911,199.0897,201.0880,203.0845,205.0758,207.0707,209.0660,211.061,213.056,215.052,217.047,219.042,221.0373,223.0377,225.0393,227.0378,229.0409,231.046,233.050,235.055,237.0593,239.0652,241.0696,
-12.9882,-10.9911,-8.9851,-6.9780,-4.9730,-2.9731,-0.9689,1.0389,3.0411,5.0415,7.0499,9.0571,11.0552,13.0591,15.0641,17.0634,19.0565,21.0560,23.0550,25.0487,27.0404,29.0378,31.0344,33.0240,35.0166,37.0144,39.0131,41.0072,43.0061,45.0088,47.0111,49.0102,51.0153,53.0224,55.0263,57.0300,59.0359,61.0436,63.0454,65.0475,67.0523,69.0605,71.0589,73.0612,75.0681,77.0658,79.0605,81.0592,83.0591,85.0510,87.0442,89.0411,91.0378,93.0283,95.0235,97.0211,99.0186,101.0135,103.0140,105.0190,107.0215,109.0240,111.0299,113.0381,115.0413,117.0465,119.0525,121.0620,123.0681,125.0749,127.0835,129.0897,131.0894,133.0897,135.0942,137.0942,139.0901,141.0876,143.0874,145.0793,147.0714,149.0673,151.0608,153.0533,155.0464,157.0431,159.0411,161.0367,163.0334,165.0376,167.0405,169.0406,171.0448,173.0497,175.0546,177.0566,179.0628,181.0708,183.0712,185.0734,187.0812,189.0866,191.0854,193.0897,195.0935,197.0931,199.0891,201.0883,203.0864,205.0768,207.0707,209.0670,211.0611,213.0517,215.0460,217.0428,219.0405,221.0376,223.0375,225.0402,227.0398,229.0419,231.046,233.051,235.055,237.0595,239.0650,241.0715,
-12.9880,-10.9902,-8.9853,-6.9788,-4.9725,-2.9732,-0.9702,1.0389,3.0427,5.046,7.0499,9.0579,11.0557,13.0578,15.0638,17.0639,19.0571,21.0549,23.0544,25.0504,27.0394,29.0371,31.0347,33.0251,35.0153,37.0144,39.0135,41.0082,43.0054,45.0087,47.0122,49.0103,51.0145,53.0223,55.0288,57.0288,59.0362,61.0404,63.0465,65.0466,67.0520,69.0606,71.062,73.064,75.066,77.0673,79.0600,81.0584,83.0596,85.0527,87.0430,89.0405,91.0396,93.0291,95.0227,97.0208,99.0199,101.0134,103.0134,105.0184,107.0226,109.0234,111.0299,113.0385,115.0425,117.0457,119.0518,121.0625,123.0685,125.0735,127.0838,129.0904,131.0895,133.0893,135.0946,137.0953,139.0901,141.0868,143.0882,145.0808,147.0704,149.0663,151.0616,153.0538,155.0452,157.0431,159.0417,161.0378,163.0328,165.0376,167.0411,169.0410,171.0447,173.0501,175.0556,177.0565,179.0627,181.0711,183.0722,185.0728,187.0813,189.0874,191.0856,193.0899,195.0939,197.0940,199.0884,201.0881,203.0877,205.0786,207.0706,209.0671,211.0629,213.0527,215.0453,217.0421,219.0415,221.0381,223.039,225.0393,227.0413,229.0417,231.0449,233.0515,235.0556,237.0590,239.0644,241.0720,
-12.9874,-10.986,-8.9847,-6.9787,-4.9713,-2.9728,-0.9699,1.0388,3.0444,5.048,7.0508,9.0580,11.0575,13.0576,15.0641,17.0651,19.0577,21.0554,23.0557,25.0511,27.0390,29.0374,31.0348,33.0265,35.0150,37.0143,39.0148,41.0095,43.0049,45.0088,47.0136,49.0108,51.0142,53.0230,55.0292,57.0299,59.0362,61.0454,63.0457,65.0465,67.0518,69.0611,71.0600,73.0622,75.0679,77.0698,79.0601,81.0588,83.0599,85.0540,87.0432,89.0406,91.0406,93.0306,95.0231,97.0207,99.0214,101.0139,103.0140,105.0184,107.0241,109.0240,111.0305,113.0391,115.0441,117.0451,119.0527,121.0633,123.0686,125.0735,127.0835,129.0912,131.0906,133.0895,135.0950,137.0966,139.0904,141.0872,143.0895,145.0815,147.0710,149.0658,151.0628,153.0540,155.0454,157.0430,159.0426,161.0386,163.0336,165.0381,167.0421,169.0416,171.0450,173.0508,175.0559,177.0571,179.0636,181.0717,183.0727,185.0741,187.0815,189.0878,191.0859,193.0903,195.0945,197.0949,199.0878,201.0890,203.0886,205.0800,207.0711,209.0675,211.0645,213.0539,215.0451,217.0421,219.0422,221.0385,223.0368,225.0390,227.0428,229.0422,231.0449,233.0519,235.0565,237.0591,239.0653,241.0721,
-12.9867,-10.9894,-8.9851,-6.9781,-4.9710,-2.9726,-0.9695,1.0394,3.0445,5.0420,7.0505,9.0578,11.0584,13.0579,15.0643,17.0666,19.0579,21.0557,23.0559,25.0518,27.0401,29.0380,31.0343,33.0272,35.0159,37.0143,39.0154,41.0100,43.0054,45.0094,47.0142,49.0114,51.0156,53.0226,55.0299,57.0293,59.0367,61.0451,63.0486,65.0469,67.0525,69.0609,71.0614,73.0624,75.0683,77.0709,79.0608,81.0595,83.0602,85.0541,87.0441,89.0414,91.0402,93.0319,95.0236,97.0212,99.0222,101.0147,103.0146,105.0194,107.0249,109.0250,111.0313,113.0395,115.0446,117.0457,119.0536,121.0639,123.0682,125.0746,127.0840,129.0924,131.0911,133.0900,135.0955,137.0971,139.0906,141.0883,143.0903,145.0813,147.0718,149.0659,151.0639,153.0548,155.0458,157.0429,159.0442,161.0386,163.0345,165.0386,167.0429,169.0428,171.0463,173.0518,175.0562,177.0583,179.0650,181.0723,183.0733,185.0757,187.0826,189.0885,191.0866,193.0910,195.0958,197.0955,199.0881,201.0901,203.0894,205.0808,207.0726,209.0684,211.0655,213.0551,215.0453,217.0424,219.0433,221.0393,223.0374,225.0395,227.0435,229.0433,231.0455,233.0527,235.0573,237.0603,239.0657,241.0723,
-12.9873,-10.9892,-8.9848,-6.9782,-4.9707,-2.9718,-0.9688,1.0396,3.0441,5.0424,7.0509,9.0572,11.0584,13.0584,15.0644,17.0661,19.0590,21.0561,23.0556,25.0519,27.0408,29.0380,31.0342,33.0274,35.0165,37.0147,39.0146,41.0102,43.0060,45.0103,47.0136,49.0123,51.0159,53.0231,55.0295,57.0298,59.0372,61.0448,63.0486,65.0476,67.0534,69.0607,71.0617,73.0630,75.0684,77.0711,79.0619,81.0600,83.0601,85.0545,87.0449,89.0416,91.0401,93.0319,95.0241,97.0214,99.0217,101.0152,103.0153,105.0195,107.0256,109.0257,111.0320,113.0390,115.0446,117.0461,119.0538,121.0635,123.0675,125.0750,127.0847,129.0922,131.0911,133.0917,135.0955,137.0966,139.0911,141.0891,143.0896,145.0819,147.0723,149.0660,151.0636,153.0544,155.0468,157.0433,159.0440,161.0393,163.0354,165.0385,167.0430,169.0436,171.0467,173.0520,175.0560,177.0596,179.0656,181.0719,183.0735,185.0763,187.0830,189.0875,191.0873,193.0920,195.0964,197.0947,199.0894,201.0905,203.0896,205.0815,207.0734,209.0689,211.0662,213.0552,215.0457,217.0429,219.0432,221.0394,223.0379,225.0394,227.0434,229.0443,231.0462,233.0524,235.0571,237.0612,239.0659,241.0725,
-12.9882,-10.9875,-8.9844,-6.9780,-4.9720,-2.9706,-0.9683,1.0394,3.0434,5.0432,7.0509,9.0572,11.0585,13.0591,15.0647,17.0652,19.0599,21.0563,23.0560,25.0511,27.0423,29.0381,31.0340,33.0275,35.0173,37.0151,39.0138,41.0108,43.0071,45.0103,47.0126,49.0134,51.0162,53.0236,55.0291,57.0309,59.0382,61.0444,63.0485,65.0494,67.0539,69.0595,71.0627,73.0632,75.0686,77.0700,79.0630,81.0612,83.0599,85.0552,87.0456,89.0417,91.0395,93.0323,95.0246,97.0221,99.0207,101.0160,103.0162,105.0200,107.0261,109.0265,111.0325,113.0394,115.0444,117.0467,119.0550,121.0627,123.0673,125.0756,127.0850,129.0917,131.0915,133.0930,135.0960,137.0963,139.0918,141.0899,143.0889,145.0816,147.0734,149.0669,151.0631,153.0544,155.0478,157.0443,159.0439,161.0394,163.0369,165.0387,167.0429,169.0443,171.0477,173.0528,175.0559,177.0606,179.0668,181.0714,183.0738,185.0775,187.0838,189.0873,191.0881,193.0929,195.0967,197.0943,199.0905,201.0909,203.0896,205.0833,207.0746,209.0699,211.0665,213.0554,215.0468,217.0429,219.0421,221.0402,223.0384,225.0397,227.0434,229.0447,231.0471,233.0527,235.0570,237.0625,239.0665,241.0717,
-12.9880,-10.9864,-8.9824,-6.9765,-4.9723,-2.9692,-0.9662,1.0398,3.0437,5.0455,7.0518,9.0569,11.0600,13.0607,15.0655,17.0651,19.0609,21.0579,23.0567,25.0506,27.0442,29.0393,31.0339,33.0285,35.0196,37.0164,39.0135,41.0117,43.0094,45.0115,47.0123,49.0151,51.0179,53.0239,55.0292,57.0326,59.0400,61.0448,63.0489,65.0516,67.0555,69.0590,71.0643,73.0646,75.0693,77.0704,79.0649,81.0621,83.0605,85.0556,87.0472,89.0425,91.0391,93.0344,95.0264,97.0229,99.0202,101.0176,103.0177,105.0210,107.0265,109.0286,111.0341,113.0403,115.0450,117.0480,119.0563,121.0627,123.0687,125.0775,127.0862,129.0917,131.0932,133.0950,135.0969,137.0965,139.0930,141.0920,143.0886,145.0828,147.0756,149.0685,151.0629,153.0558,155.0498,157.0456,159.0447,161.0411,163.0395,165.0392,167.0440,169.0459,171.0492,173.0529,175.0571,177.0622,179.0681,181.0716,183.0758,185.0800,187.0844,189.0873,191.0897,193.0943,195.0965,197.0946,199.0924,201.0927,203.0897,205.0851,207.0769,209.0710,211.0662,213.0571,215.0491,217.0444,219.0421,221.0413,223.0402,225.0400,227.0435,229.0469,231.0484,233.0529,235.0577,237.0652,239.0682,241.0712,
