-38.9399	-38.9371	-38.9361	-38.9341	-38.9337	-38.9314	-38.9317	-38.9299	-38.9302	-38.9281	-38.9269	-38.925	-38.9221	-38.921	-38.9193	-38.9148	-38.9149	-38.9129	-38.9109	-38.9105	-38.908	-38.9063	-38.9049	-38.9033	-38.9029	-38.9017
-28.9376	-28.9345	-28.9333	-28.9318	-28.9312	-28.9294	-28.9294	-28.9299	-28.9278	-28.9257	-28.9242	-28.9224	-28.9194	-28.918	-28.9166	-28.9124	-28.9128	-28.9121	-28.9091	-28.9077	-28.9055	-28.9036	-28.9022	-28.9006	-28.9	-28.8994
-18.9381	-18.9349	-18.9333	-18.9317	-18.9316	-18.929	-18.929	-18.9277	-18.928	-18.9255	-18.9239	-18.9221	-18.9188	-18.9174	-18.9157	-18.9126	-18.9133	-18.9112	-18.9081	-18.9073	-18.9049	-18.9033	-18.902	-18.9004	-18.9	-18.8992
-8.9397	-8.9358	-8.9341	-8.9328	-8.9327	-8.9304	-8.9302	-8.9288	-8.9291	-8.9266	-8.9252	-8.9233	-8.9195	-8.9189	-8.9182	-8.914	-8.9147	-8.9123	-8.9098	-8.9084	-8.9066	-8.9046	-8.9036	-8.9016	-8.9011	-8.9001
1.0584	1.0617	1.063	1.0647	1.0649	1.0671	1.0671	1.0683	1.0682	1.0705	1.0718	1.074	1.0771	1.0776	1.079	1.0833	1.0831	1.085	1.0876	1.0883	1.0902	1.0923	1.0931	1.0949	1.0953	1.0959
11.0569	11.0601	11.0617	11.063	11.0634	11.0654	11.0654	11.067	11.0666	11.0692	11.0701	11.0711	11.0741	11.0756	11.0768	11.0812	11.0806	11.0825	11.0849	11.0856	11.0877	11.0897	11.0905	11.0923	11.0928	11.0932
21.0584	21.0615	21.063	21.0642	21.0646	21.0666	21.0667	21.0682	21.0675	21.0701	21.0713	21.0723	21.0748	21.0763	21.0774	21.0818	21.0815	21.0831	21.0855	21.0863	21.0881	21.0901	21.0913	21.0926	21.0936	21.0943
31.0647	31.0647	31.0659	31.0674	31.0675	31.0691	31.0695	31.0705	31.0703	31.0729	31.0738	31.075	31.0779	31.0794	31.0803	31.0848	31.0844	31.0855	31.088	31.0889	31.0905	31.0928	31.0933	31.095	31.0958	31.0963
41.0661	41.0661	41.0667	41.0683	41.0685	41.0702	41.0703	41.0717	41.0711	41.0737	41.0746	41.0761	41.0792	41.08	41.0814	41.0852	41.0849	41.0859	41.0888	41.0893	41.0913	41.0932	41.094	41.0955	41.0962	41.0966
51.0645	51.0645	51.0659	51.0673	51.0675	51.0694	51.0692	51.0708	51.0701	51.0723	51.0736	51.0748	51.0778	51.0788	51.0801	51.0842	51.0839	51.085	51.0875	51.0885	51.0898	51.0917	51.0928	51.094	51.0948	51.0953
61.0594	61.0623	61.0634	61.065	61.0651	61.0667	61.0666	61.0678	61.067	61.0697	61.071	61.0715	61.0746	61.0763	61.0774	61.0813	61.081	61.0823	61.0846	61.0856	61.0873	61.089	61.0899	61.0913	61.092	61.092
71.0589	71.0614	71.0627	71.0639	71.0643	71.0661	71.0659	71.0672	71.0664	71.0689	71.0695	71.0703	71.0735	71.0747	71.0756	71.0799	71.0794	71.0805	71.0829	71.0835	71.0852	71.0873	71.0881	71.0897	71.0899	71.09
81.0589	81.0618	81.063	81.0643	81.0641	81.066	81.0657	81.067	81.0663	81.0684	81.0692	81.0706	81.0737	81.0747	81.0757	81.0799	81.0791	81.0805	81.0828	81.0834	81.0851	81.0871	81.0877	81.0889	81.0895	81.0901
91.0608	91.0639	91.0647	91.0659	91.0659	91.0676	91.0676	91.0688	91.0678	91.0706	91.0708	91.0723	91.0752	91.0766	91.0769	91.0811	91.0804	91.0817	91.0839	91.0845	91.0858	91.0882	91.0886	91.09	91.09	91.0912
101.0639	101.0639	101.0646	101.066	101.0661	101.0676	101.0672	101.0686	101.0678	101.0699	101.0706	101.0721	101.0753	101.0759	101.0768	101.0808	101.08	101.0812	101.0838	101.0841	101.0857	101.0879	101.0885	101.09	101.09	101.0908
111.0628	111.0628	111.0635	111.0646	111.0646	111.0662	111.0658	111.067	111.0663	111.0684	111.0695	111.0708	111.0737	111.0747	111.0752	111.0793	111.0787	111.0797	111.0821	111.0824	111.084	111.0863	111.0869	111.0887	111.0887	111.0879
121.0584	121.0584	121.0597	121.0607	121.0609	121.0624	121.062	121.0635	121.0625	121.0648	121.0655	121.0668	121.0698	121.0704	121.071	121.0752	121.0746	121.0755	121.078	121.0784	121.0799	121.0823	121.0831	121.0844	121.0851	121.0851
131.054	131.0574	131.0582	131.0595	131.0594	131.0611	131.0606	131.0622	131.0612	131.0633	131.0642	131.0651	131.068	131.0689	131.0696	131.0737	131.073	131.0741	131.0765	131.0766	131.0782	131.0807	131.0813	131.0823	131.0833	131.083
141.0552	141.0582	141.0593	141.0604	141.0605	141.062	141.0612	141.0629	141.0618	141.0641	141.0652	141.0661	141.0689	141.0701	141.0705	141.0743	141.0737	141.0747	141.0771	141.0773	141.0784	141.0815	141.0819	141.083	141.0838	141.0838
151.0574	151.0605	151.0613	151.0624	151.0624	151.0639	151.0633	151.0649	151.0638	151.066	151.0671	151.0681	151.0711	151.0717	151.0725	151.0764	151.0757	151.0766	151.0789	151.0793	151.0807	151.0834	151.0838	151.0851	151.085	151.085
161.0579	161.0605	161.0611	161.0623	161.0626	161.0642	161.0635	161.0652	161.0642	161.0666	161.0673	161.0686	161.0713	161.0723	161.0728	161.0768	161.0761	161.0768	161.0792	161.0796	161.0813	161.0839	161.0841	161.0848	161.0862	161.0862
171.0566	171.0595	171.0603	171.0614	171.0615	171.063	171.0626	171.064	171.0629	171.0652	171.0661	171.0676	171.0702	171.071	171.0716	171.0759	171.0749	171.0758	171.0778	171.0782	171.0801	171.0824	171.0829	171.0841	171.0843	171.0843
181.0544	181.0572	181.0582	181.0589	181.0594	181.0605	181.0599	181.0619	181.0608	181.0631	181.064	181.0651	181.068	181.0687	181.0692	181.0735	181.0728	181.0734	181.0761	181.0764	181.0777	181.0801	181.0805	181.0817	181.0823	181.0823
191.0546	191.0576	191.0581	191.0595	191.0596	191.0612	191.0606	191.0623	191.0611	191.0636	191.0647	191.0658	191.0684	191.0693	191.0699	191.074	191.0733	191.0738	191.0765	191.0768	191.0782	191.0803	191.0814	191.082	191.0828	191.0828
201.056	201.0592	201.0594	201.0608	201.0615	201.0628	201.0624	201.0641	201.0628	201.0652	201.066	201.0676	201.07	201.0711	201.0717	201.0757	201.0751	201.0758	201.0786	201.0789	201.08	201.0822	201.0832	201.0839	201.0848	201.0853
211.0577	211.0577	211.0606	211.0606	211.0621	211.0638	211.0629	211.0645	211.0633	211.0656	211.0667	211.068	211.0707	211.0717	211.0721	211.0758	211.0754	211.076	211.0787	211.0791	211.0805	211.0828	211.0835	211.0843	211.0851	211.0856
221.058	221.0611	221.0618	221.0632	221.0636	221.0654	221.0648	221.0667	221.0654	221.0679	221.0688	221.0702	221.0728	221.0737	221.0744	221.078	221.0778	221.0781	221.0809	221.0813	221.0828	221.0854	221.0859	221.0869	221.0876	221.088
231.0604	231.0604	231.0608	231.0623	231.0628	231.0642	231.0637	231.0656	231.0642	231.0666	231.0682	231.0692	231.0716	231.0729	231.0733	231.077	231.0766	231.0776	231.0798	231.0804	231.0815	231.0842	231.0848	231.0856	231.0867	231.0869
241.0576	241.0576	241.058	241.0591	241.0599	241.0612	241.0605	241.0622	241.0611	241.0631	241.0649	241.0658	241.0683	241.0696	241.0699	241.0737	241.073	241.074	241.0765	241.077	241.0781	241.0803	241.0812	241.0823	241.0826	241.083
251.0551	251.0585	251.0588	251.06	251.0609	251.0626	251.0616	251.0635	251.0623	251.0648	251.0661	251.0672	251.0696	251.0709	251.0714	251.075	251.0744	251.0753	251.0776	251.0782	251.0793	251.0817	251.0832	251.0838	251.0842	251.0847
261.0568	261.0597	261.0602	261.0615	261.0622	261.0637	261.0627	261.0649	261.0635	261.0657	261.0674	261.0682	261.0707	261.0722	261.0724	261.0761	261.0757	261.0763	261.0783	261.0794	261.0802	261.0827	261.0844	261.0848	261.0848	261.0856
271.0565	271.0598	271.0605	271.0614	271.0618	271.0634	271.0626	271.0648	271.0633	271.0656	271.0671	271.0681	271.0706	271.0721	271.0723	271.0759	271.0754	271.0763	271.0782	271.0792	271.0801	271.0824	271.084	271.0845	271.0845	271.0851
281.057	281.0599	281.0604	281.0615	281.062	281.0634	281.0625	281.0647	281.0632	281.0655	281.0671	281.0681	281.0702	281.0717	281.0718	281.0757	281.0756	281.0761	281.0779	281.0792	281.08	281.0822	281.0836	281.0839	281.0842	281.085
291.054	291.0569	291.0575	291.0587	291.0594	291.0608	291.0598	291.062	291.0605	291.0625	291.0642	291.065	291.0673	291.0688	291.069	291.0732	291.0724	291.0731	291.0752	291.0765	291.0773	291.0794	291.0807	291.0811	291.0813	291.0813
301.052	301.0544	301.0548	301.0564	301.0566	301.0575	301.0569	301.0588	301.0572	301.0595	301.0608	301.0616	301.0642	301.0656	301.0657	301.0697	301.0692	301.0699	301.0718	301.0731	301.074	301.0759	301.0771	301.0774	301.0781	301.0787
311.0509	311.054	311.0545	311.0557	311.0556	311.0573	311.0564	311.0584	311.0567	311.0591	311.0605	311.0613	311.0637	311.0654	311.0655	311.0693	311.069	311.0695	311.0715	311.0727	311.0737	311.0755	311.0766	311.0778	311.0779	311.0782
321.0569	321.0569	321.0573	321.0583	321.0586	321.0602	321.0591	321.0611	321.0595	321.0619	321.063	321.064	321.0663	321.0679	321.0681	321.0718	321.0711	321.072	321.074	321.0751	321.0762	321.0784	321.0793	321.08	321.0801	321.0813
331.0581	331.0616	331.0618	331.063	331.0629	331.0645	331.0639	331.0657	331.0642	331.0665	331.0679	331.0687	331.071	331.0724	331.0728	331.0761	331.0758	331.0765	331.0785	331.0799	331.0807	331.0826	331.0844	331.0847	331.0849	331.0864
341.0617	341.0648	341.0657	341.0666	341.0668	341.0689	341.068	341.0698	341.0686	341.0706	341.0718	341.0729	341.0751	341.0766	341.077	341.0806	341.0802	341.0814	341.0836	341.0849	341.0861	341.0881	341.0894	341.0903	341.0908	341.0908
